  22.1	  39	  978.0	   0.0	  114	09	34	02
  22.1	  39	  978.0	   0.0	  125	09	34	03
  22.1	  39	  978.0	   0.0	  121	09	34	04
  22.1	  39	  978.0	   0.2	  116	09	34	05
  22.1	  40	  978.0	   0.2	  104	09	34	06
  22.1	  39	  978.0	   0.2	   97	09	34	07
  22.1	  40	  977.9	   0.2	   93	09	34	08
  22.1	  39	  977.9	   0.2	   87	09	34	09
  22.1	  40	  977.9	   0.2	   81	09	34	10
  22.1	  40	  977.9	   0.2	   75	09	34	11
  22.1	  40	  978.0	   0.2	   77	09	34	12
  22.1	  40	  978.0	   0.2	   79	09	34	13
  22.1	  40	  978.0	   0.2	   79	09	34	14
  22.1	  40	  978.0	   0.2	   74	09	34	15
  22.1	  40	  978.0	   0.2	   65	09	34	16
  22.1	  40	  978.0	   0.2	   61	09	34	17
  22.1	  40	  978.0	   0.2	   58	09	34	18
  22.1	  40	  978.0	   0.2	   53	09	34	19
  22.1	  40	  978.0	   0.2	   30	09	34	20
  22.1	  40	  978.0	   0.2	   21	09	34	21
  22.1	  40	  978.0	   0.2	   20	09	34	22
  22.1	  40	  978.0	   0.2	   32	09	34	23
  22.1	  40	  978.0	   0.2	   29	09	34	24
  22.1	  40	  978.0	   0.2	   19	09	34	25
  22.1	  40	  978.0	   0.2	    8	09	34	26
  22.1	  40	  978.0	   0.2	    4	09	34	27
  22.1	  40	  978.0	   0.2	   12	09	34	28
  22.1	  39	  978.0	   0.2	   24	09	34	29
  22.1	  39	  978.0	   0.2	   32	09	34	30
  22.1	  39	  978.0	   0.2	   26	09	34	31
  22.1	  39	  978.0	   0.2	   43	09	34	32
  22.1	  39	  978.0	   0.2	   72	09	34	33
  22.1	  39	  978.0	   0.2	  105	09	34	34
  22.1	  39	  978.0	   0.2	  120	09	34	35
  22.1	  39	  978.0	   0.2	  121	09	34	36
  22.1	  39	  978.0	   0.2	  135	09	34	37
  22.1	  39	  978.0	   0.2	  142	09	34	38
  22.1	  39	  978.0	   0.2	  147	09	34	39
  22.1	  39	  978.0	   0.2	  137	09	34	40
  22.1	  39	  978.0	   0.2	  119	09	34	41
  22.1	  39	  978.0	   0.0	  105	09	34	42
  22.1	  39	  978.0	   0.0	  125	09	34	43
  22.1	  39	  978.0	   0.0	   31	09	34	44
  22.1	  38	  978.0	   0.0	  351	09	34	45
  22.1	  38	  978.0	   0.0	   21	09	34	46
  22.1	  38	  978.0	   0.0	   41	09	34	47
  22.1	  38	  978.0	   0.0	   49	09	34	48
  22.1	  38	  978.0	   0.2	   28	09	34	49
  22.1	  38	  978.0	   0.2	  110	09	34	50
  22.1	  38	  978.0	   0.2	  162	09	34	51
  22.1	  38	  978.0	   0.2	  158	09	34	52
  22.1	  38	  978.0	   0.2	  215	09	34	53
  22.1	  38	  978.0	   0.2	  253	09	34	54
  22.1	  38	  978.0	   0.2	  329	09	34	55
  22.1	  38	  978.0	   0.2	   53	09	34	56
  22.1	  38	  978.0	   0.2	  355	09	34	57
  22.1	  38	  978.0	   0.4	  309	09	34	58
  22.1	  38	  978.0	   0.2	  281	09	34	59
  22.1	  38	  978.0	   0.2	  242	09	35	00
  22.1	  37	  978.0	   0.2	  199	09	35	01
  22.1	  37	  978.0	   0.2	  163	09	35	02
  22.1	  37	  978.0	   0.2	  162	09	35	03
  22.1	  37	  978.0	   0.2	  154	09	35	04
  22.1	  37	  978.0	   0.2	  139	09	35	05
  22.1	  37	  978.0	   0.2	  123	09	35	06
  22.1	  37	  978.0	   0.2	  112	09	35	07
  22.1	  37	  978.0	   0.2	   89	09	35	08
  22.1	  37	  978.0	   0.2	   67	09	35	09
  22.1	  37	  978.0	   0.0	   66	09	35	10
  22.1	  37	  978.0	   0.0	   87	09	35	11
  22.1	  37	  978.0	   0.2	   98	09	35	12
  22.1	  37	  978.0	   0.2	   70	09	35	13
  22.1	  37	  978.0	   0.2	   26	09	35	14
  22.1	  37	  978.0	   0.0	  338	09	35	15
  22.1	  37	  978.0	   0.0	  304	09	35	16
  22.1	  37	  978.0	   0.0	  323	09	35	17
  22.1	  37	  978.0	   0.0	    3	09	35	18
  22.1	  37	  978.0	   0.2	   51	09	35	19
  22.1	  37	  978.0	   0.2	   39	09	35	20
  22.1	  37	  978.0	   0.2	   29	09	35	21
  22.1	  37	  977.9	   0.2	   24	09	35	22
  22.1	  37	  977.9	   0.2	   26	09	35	23
  22.1	  37	  978.0	   0.2	   19	09	35	24
  22.1	  37	  978.0	   0.0	   19	09	35	25
  22.1	  37	  978.0	   0.0	   31	09	35	26
  22.1	  37	  978.0	   0.0	   39	09	35	27
  22.1	  37	  978.0	   0.0	   18	09	35	28
  22.1	  37	  978.0	   0.2	   19	09	35	29
  22.1	  37	  978.0	   0.0	   29	09	35	30
  22.1	  37	  978.0	   0.2	   52	09	35	31
  22.1	  37	  978.0	   0.2	   36	09	35	32
  22.1	  37	  978.0	   0.2	   15	09	35	33
  22.1	  37	  978.0	   0.2	   15	09	35	34
  22.1	  37	  978.0	   0.2	   39	09	35	35
  22.1	  37	  978.0	   0.2	   73	09	35	36
  22.1	  37	  978.0	   0.2	   84	09	35	37
  22.1	  37	  978.0	   0.0	   75	09	35	38
  22.1	  37	  978.0	   0.0	   59	09	35	39
  22.1	  37	  978.0	   0.0	   65	09	35	40
  22.1	  37	  978.0	   0.0	   75	09	35	41
  22.1	  37	  978.0	   0.2	   84	09	35	42
  22.1	  37	  978.0	   0.2	   84	09	35	43
  22.1	  37	  978.0	   0.2	   75	09	35	44
  22.1	  37	  978.0	   0.2	   73	09	35	45
  22.1	  37	  978.0	   0.2	   66	09	35	46
  22.1	  37	  978.0	   0.2	   75	09	35	47
  22.1	  37	  978.0	   0.2	   75	09	35	48
